StarID	Hip	ProperName	RA	Dec	Mag
45925	62660		12.83903118	6.2271965	7.32
45930	62668		12.84127829	-13.03466438	7.31
45937	62680		12.84410838	-58.16636769	7.08
45940	62683	 	12.84477415	-33.99926779	4.9
45942	62686		12.84498398	20.53480866	9.2
45943	62687	 	12.84544004	-0.76716459	8.49
45946	62695		12.84698715	62.98609677	7.39
45951	62703	 	12.84941766	-52.7873952	5.7
45961	62722		12.85332681	-69.64520631	7.24
45962	62724		12.85338087	19.16134107	7.22
45966	62732	 	12.85499492	-60.32978611	5.71
45970	62739		12.85554017	28.85796807	9.11
45973	62743	 	12.85637005	-10.33821106	6.48
45974	62744		12.85640738	-48.10252092	9.44
45980	62756		12.85996693	-58.48457439	7.38
45981	62757	 	12.86025294	3.05673901	6.02
45982	62758		12.86069462	25.50892211	9.09
45985	62763	 	12.86164661	27.54073393	4.93
45989	62767		12.86243214	-31.08368736	7.22
45992	62772		12.8631135	22.54429535	10.51
45993	62773		12.86405887	-31.20189822	6.97
46000	62783		12.86523721	19.17217538	7.29
46002	62785		12.86577966	-35.08241794	6.98
46003	62786	 	12.86581947	-39.68038459	5.99
46004	62788	 	12.866102	-26.7383519	6.14
46009	62794		12.86729469	25.45671376	9.91
46013	62799	 	12.86818642	-48.09429527	6.31
46019	62807	 	12.87007108	17.07395533	6.32
46020	62809		12.8701033	-56.57390804	8.48
46027	62819		12.8730101	17.10847753	6.93
46028	62821	 	12.87350208	-53.82992658	6.26
46031	62825	 	12.87431202	16.12252624	6.29
46044	62847	 	12.8801997	33.73757649	9.42
46051	62859		12.88417246	16.85135574	10.21
46053	62861	 	12.8845178	-54.9524841	5.91
46057	62867	 	12.88527127	-48.94325313	4.33
46062	62875	 	12.88647529	-3.55308979	6.11
46065	62880		12.88702779	-39.39023156	6.85
46071	62886	 	12.88826967	21.24502058	4.89
46075	62891		12.88889405	46.65637682	7.37
46077	62894	 	12.8894166	-60.32848627	5.75
46078	62896	 	12.8905961	-40.17881857	4.26
46082	62904		12.89227792	19.48149121	6.42
46084	62907		12.89263253	-43.07511592	7.29
46087	62913		12.89378471	-60.35705978	6.91
46088	62915	 	12.89392239	-4.22450913	6.45
46090	62916		12.8943964	-71.27347858	7.12
46092	62918		12.89481605	-60.34942955	7.23
46093	62921		12.89497008	-13.64507188	8.53
46097	62925		12.89518937	-27.40419309	7.69
46100	62930		12.89664624	19.05737785	7.07
46101	62931	 	12.89692318	-60.37624027	5.89
46103	62933	 	12.89713189	12.41850095	6.25
46109	62942		12.89848202	6.76267282	8.24
46111	62944		12.8988179	26.78000371	6.91
46112	62945		12.89895146	87.6482898	7.47
46114	62951		12.89964762	-18.03500059	8.51
46115	62953		12.8999457	-60.33541696	6.78
46116	62954		12.90008534	-18.03762745	7.06
46117	62956	Alioth	12.9004536	55.95984301	1.76
46126	62972	 	12.90365219	33.53440353	6.25
46127	62971		12.9036623	82.51772838	7.14
46129	62975		12.90403149	75.40929477	6.95
46130	62978		12.90443274	-27.95942317	7.34
46131	62979		12.90455456	-25.53443222	9.88
46133	62981		12.90496647	-70.03678267	6.88
46134	62983	 	12.90520616	-11.64859567	6
46135	62985	 	12.9058817	-9.53894647	4.77
46136	62986	 	12.90611345	-58.43060629	6.74
46140	62992		12.90780178	46.7778186	7.47
46141	62996		12.90839403	-20.0980219	6.73
46146	63003	 	12.90990489	-57.17789116	4.03
46147	63005	 	12.91025591	-57.16864387	5.08
46148	63007	 	12.91089445	-59.14666538	4.62
46149	63008		12.91110637	22.10801238	6.99
46157	63023	 	12.91560575	-6.33817645	10.42
46158	63024	 	12.91570445	47.19673771	5.75
46159	63031	 	12.91620771	-85.12342237	5.45
46160	63033	 	12.91630729	-44.15140639	5.88
46169	63043		12.91810592	19.6148942	6.66
46170	63045		12.91860704	-42.29086884	6.82
46171	63046		12.91862077	-13.45274131	6.97
46172	63048		12.91896439	27.76653616	7.8
46173	63050		12.91901964	-48.09159318	7.49
46176	63055		12.91968176	-24.95562051	7.23
46177	63056		12.91974883	3.04922284	6.95
46183	63066	 	12.92207264	-42.9157015	5.46
46186	63070		12.92275216	-4.50430311	7.25
46191	63076	 	12.92459864	65.43854743	5.23
46195	63081		12.92509386	11.49588107	6.91
46196	63083		12.92567921	-30.07008567	6.9
46200	63089		12.92650523	56.19648835	7.28
46201	63090	 	12.92680091	3.39759862	3.39
46202	63093		12.92734178	0.05530078	6.78
46204	63096		12.92751388	54.96122153	6.78
46210	63104		12.92911382	32.00070193	6.85
46211	63106		12.93092984	-73.03256303	7.21
46213	63109	 	12.93145961	-15.32702221	6.18
46217	63117	 	12.93253881	-56.83580429	5.34
46219	63121	 	12.93350105	38.31469771	5.61
46221	63123		12.93375491	-31.48206193	7
46223	63125	 	12.9338447	38.31824617	2.89
46229	63139		12.93751121	-4.86402799	7.01
46231	63142		12.93813363	-19.63155072	7.22
46232	63143	 	12.93823391	54.09948306	5.84
46234	63145		12.93850973	-55.56105353	6.83
46237	63151		12.94052058	-14.94958277	7.24
46238	63152		12.94052598	65.99441512	6.63
46241	63155		12.94070764	-0.9543801	6.62
46242	63157		12.94167451	-24.92494587	10.04
46243	63159	 	12.94170069	-26.46023919	6.73
46248	63165	 	12.94214448	-72.18518249	5.93
46249	63170		12.94270731	-64.36086707	7.34
46254	63179		12.94411454	43.55201038	6.97
46256	63181		12.94421633	36.86589248	10.05
46257	63182		12.94433731	-47.68623196	6.75
46258	63184		12.9445391	68.61616952	7.4
46261	63189		12.94528762	-11.94363457	7.4
46263	63192		12.94584314	-27.38201015	7.12
46269	63203		12.94945704	67.24283408	6.55
46270	63204		12.94951557	-54.58731036	6.48
46272	63206		12.94990569	-59.74250242	7.38
46273	63210	 	12.95121681	-51.19871605	5.17
46274	63211	 	12.95216752	46.17692019	6.11
46278	63218		12.95290437	-22.17184613	7.36
46280	63220		12.95352318	-12.06692425	6.33
46281	63221		12.95378232	8.29375695	6.81
46283	63225		12.95528409	-8.91081357	6.93
46285	63227		12.9555466	-28.86750879	7.45
46288	63230		12.9561269	-56.30710652	7.38
46292	63236		12.95729116	-67.96066515	6.77
46293	63235		12.95730769	1.42795731	6.91
46296	63240		12.95792727	-9.76103313	7.1
46298	63242		12.95890368	-65.64653767	6.86
46299	63243	 	12.9592127	-22.75346787	6.31
46307	63253	 	12.96123575	35.22541982	10.68
46309	63257	 	12.96226865	-14.46356844	9.12
46316	63267		12.96434326	9.33867157	7.17
46322	63276		12.96694337	-38.9172108	6.72
46325	63281		12.96768311	-14.9856121	7.01
46326	63282		12.96777333	-46.42781346	7.48
46329	63286		12.96941166	-23.05511322	6.95
46330	63287		12.96967297	-47.06493358	6.85
46331	63288		12.96971991	68.70575749	7.38
46335	63297		12.97190968	64.92550428	6.44
46339	63307		12.97390937	-51.50918525	7.47
46343	63312		12.97522621	61.71696175	7.13
46346	63317		12.97557434	38.27887228	8.67
46347	63320		12.97608196	28.31954218	6.94
46349	63322		12.97641552	38.28022826	9.28
46353	63328		12.97776741	-2.90360395	6.67
46354	63330		12.97802362	22.04348459	7.21
46355	63331		12.97803303	-36.27518075	6.95
46361	63340	 	12.97980639	75.47247502	6
46364	63346		12.98048554	68.78464293	8.07
46366	63350		12.98132281	-39.10561548	6.94
46368	63353		12.9819442	-55.67261528	9.79
46370	63355	 	12.98207385	17.40936063	4.76
46371	63356		12.98242859	39.84425589	6.86
46372	63357		12.98254863	-29.99850819	7.27
46374	63359		12.98270127	-21.54668947	6.62
46378	63363		12.98338492	-6.09090384	7.25
46380	63366	 	12.98390334	-9.83456221	7.56
46383	63370		12.98487176	70.59681616	7.01
46387	63375		12.98567063	-43.70402394	7.45
46389	63383		12.98861155	6.50937754	10.69
46401	63404		12.99247345	-38.22004493	9.41
46402	63405		12.99248269	28.06567696	7.16
46403	63406		12.99249069	41.98632389	8.6
46408	63414	 	12.99431817	-3.81194179	5.79
46411	63419		12.99597243	-4.43021158	8.7
46412	63420		12.99612345	9.52599619	6.74
46413	63421		12.99652639	-6.86039658	11.85
46415	63423		12.99676802	-20.29174978	7.23
46422	63432	 	12.99868775	66.59730755	5.37
46429	63444		13.00070288	80.87446381	7.26
46430	63445		13.00084729	-36.18211693	6.97
46440	63460		13.00430094	21.55421936	7.49
46441	63462	 	13.00457929	30.78503676	4.88
46442	63464		13.00467739	-48.60370207	6.95
46445	63467	 	13.00485158	-2.70480346	9.78
46452	63479		13.0071227	31.77923941	6.65
46453	63480		13.00717797	-34.60693447	10.6
46455	63485		13.00806669	-43.08827398	7.25
46456	63486		13.00820715	-9.10032158	7.35
46457	63487		13.00839276	3.60412695	7.46
46458	63489		13.00875908	-60.37536375	7.07
46459	63490	 	13.00908584	-33.50509249	6.01
46460	63491		13.00933582	-33.05118134	6.58
46462	63494	 	13.00998847	-3.3686079	5.99
46465	63497	 	13.01079333	18.37286539	6.2
46468	63503	 	13.01210715	56.36633134	4.93
46470	63506		13.01274069	42.21221445	11.36
46473	63510	 	13.01304209	12.37576387	9.75
46475	63512		13.01389888	-35.37165958	11.25
46485	63530		13.01853099	-33.48002915	7.56
46486	63531		13.01892502	4.35863676	7.23
46487	63533	 	13.01933893	17.1232026	5.97
46488	63534		13.01947745	-63.02315914	7.43
46489	63538		13.02045222	-20.7775512	6.92
46496	63550	 	13.02226464	-63.19405194	10.95
46505	63560		13.02511875	1.52032372	7.46
46508	63565		13.02636386	-60.67137886	7.38
46509	63566		13.0264299	21.26898849	7.08
46512	63569		13.02684809	-24.66627362	7.2
46519	63583		13.02955338	-39.61621266	6.65
46520	63584	 	13.02976446	63.61016308	6.01
46521	63585		13.0299899	-30.83265421	7.38
46529	63599		13.03314263	-69.22929462	7.45
46533	63608	Vindemiatrix	13.03632237	10.95910186	2.85
46534	63610		13.03691672	-12.10899745	7.33
46536	63613	 	13.03771597	-71.54879865	3.61
46538	63616		13.03862334	-56.60179399	7.45
46539	63618		13.03910933	-26.7866182	8.35
46543	63623		13.03963466	-28.28632514	6.68
46546	63627		13.04038611	-29.26553182	7.06
46550	63636		13.04266445	32.43313939	7.51
46557	63647	 	13.04457115	59.71632956	6.5
46562	63653		13.04567244	45.38471507	7.49
46563	63652		13.04570251	-55.67981073	10.43
46571	63661		13.04765266	-2.67404734	11.53
46576	63672		13.04930485	-16.88135578	7.23
46580	63677		13.04985501	22.63758861	6.92
46584	63682		13.05069762	23.20241182	7.47
46587	63688	 	13.05148901	-71.47572327	5.93
46589	63692		13.05289877	23.82656699	6.98
46596	63708		13.05619565	-29.66346853	7.43
46605	63724	 	13.05926331	-49.52723627	4.83
46608	63731		13.06025982	-56.64518897	7.08
46611	63737		13.06274643	-34.25030168	7.11
46612	63738	 	13.06278521	-20.58350964	6.27
46613	63740		13.06316067	-40.85115544	6.93
46614	63741		13.0636219	31.00153268	7.34
46615	63742		13.06382406	-5.16127868	7.69
46619	63748		13.06483536	43.00760782	6.8
46621	63750	 	13.06512265	-3.66304672	6.62
46623	63752		13.06660326	11.23072803	7.41
46629	63759		13.06888536	44.12118809	8.93
46632	63762		13.06894788	87.11499041	8.77
46639	63777		13.0722113	53.95425628	7.41
46642	63783		13.07335633	-28.4065644	7.29
46646	63794		13.07478164	-81.15010262	7.21
46652	63803		13.07736832	-0.728262	7.21
46654	63805		13.07778001	53.85754717	7.35
46657	63809		13.07892289	-62.25761448	11.44
46659	63810		13.07904247	0.29538409	7.07
46664	63816		13.079659	55.90272477	10.7
46667	63820	 	13.08006901	-41.19628181	6.24
46669	63822	 	13.08049501	73.02495241	6.43
46673	63827		13.08126658	-21.5198036	7.38
46676	63833	 	13.08284127	-52.44099	9.06
46679	63839		13.08391417	-64.44154317	6.64
46684	63849		13.08519394	-47.11682708	6.44
46690	63862		13.0880364	-50.85660616	8.33
46700	63882	 	13.09169461	37.13677988	11.72
46701	63883	 	13.0918964	-52.115682	6.43
46704	63888		13.09289924	13.22639945	7.49
46705	63889		13.09328623	-22.07131381	7.36
46708	63894	 	13.09481978	49.47159535	9.3
46711	63901	 	13.095684	35.79885169	5.2
46713	63903		13.09605394	-18.25960264	7.06
46714	63904		13.09610321	47.77839459	7.26
46715	63905		13.0961897	-18.82582508	8.37
46716	63907		13.09632941	39.60428698	7.31
46720	63915		13.09768781	-14.11188573	7.18
46721	63916	 	13.09785537	45.26848988	5.64
46730	63933	 	13.1028589	29.02925254	6.51
46733	63937		13.10375044	40.92251371	7.29
46735	63942	 	13.10428577	20.72899678	9.44
46736	63943		13.10432508	-55.61166664	6.95
46738	63945	 	13.10464732	-48.46325358	4.71
46740	63948	 	13.10591196	21.15351	6
46741	63950	 	13.10627337	22.61629063	5.6
46742	63951		13.10630761	22.27984442	6.83
46743	63952	 	13.10635058	62.04197396	6.15
46745	63956		13.10691612	57.02527474	7.48
46749	63960		13.10750319	-14.91606873	7.09
46752	63967		13.10893265	-82.95069773	7.43
46754	63972	 	13.10973538	-41.58840727	5.59
46755	63973		13.1097772	-49.68579439	8.48
46758	63975		13.10996246	-46.0338509	7.48
46760	63980		13.11050332	-54.50595953	7.04
46761	63981		13.11051937	-31.61179438	6.75
46772	64003	 	13.11506365	-35.86182329	5.63
46773	64004	 	13.11518417	-49.90621586	4.27
46775	64006		13.11568683	-34.12173307	7.31
46779	64016		13.11733271	-58.8054474	7.13
46782	64022	 	13.11964107	27.62490672	4.8
46788	64030		13.12215512	0.58519889	7
46789	64033	 	13.12341946	-59.86049011	5.98
46799	64048	 	13.12643261	34.40167641	9.34
46800	64051		13.12683214	1.47451175	7.46
46802	64053	 	13.12731124	-53.45971466	5.7
46805	64057		13.12774304	24.00945288	8.15
46806	64058		13.12796965	-50.35086491	8.75
46807	64059		13.1280287	24.01957388	8.55
46818	64076		13.13150323	62.98310697	8.5
46819	64077	 	13.13157222	27.55610799	6.2
46820	64078	 	13.13161191	-10.74038528	5.15
46824	64087		13.13362231	-56.38477063	7.3
46825	64089		13.13401167	24.83106073	6.81
46827	64091	 	13.13413003	-77.3098136	8.88
46830	64094	 	13.13532192	-65.30601741	5.44
46841	64108		13.13903373	-78.44596983	6.43
46842	64109		13.13905777	-87.21951279	8.2
46843	64111		13.13943248	-36.22412687	6.85
46845	64113	 	13.1402253	16.97198984	11.8
46849	64117		13.14106661	-67.79676243	6.34
46850	64118		13.141092	-11.7625861	7.34
46853	64122	 	13.14235778	-8.98422912	5.57
46858	64131		13.14403752	29.38340561	8.56
46859	64133		13.14428778	-23.10637572	6.69
46868	64150	 	13.14749269	5.2088695	6.8
46874	64162		13.15022239	-33.50153153	7.17
46876	64166	 	13.15091194	-23.11797275	4.94
46878	64169		13.15158135	18.62567154	6.94
46882	64174		13.15207298	3.14449027	7.31
46887	64179	 	13.15345066	10.02246786	5.79
46888	64180		13.15377752	-68.09275374	10.57
46889	64181	 	13.15396444	-9.53809931	6.32
46893	64185		13.15455558	58.57582793	9.82
46900	64199		13.15766058	-48.52463613	6.84
46903	64204		13.15839284	-20.12362598	7.16
46906	64208		13.15925209	56.8332426	7.03
46910	64212	 	13.16075649	37.42313176	6.01
46913	64217	 	13.16167833	38.5338706	6.25
46914	64218		13.16177924	-16.51519285	6.75
46915	64219	 	13.16179358	-22.1917727	7.36
46920	64224	 	13.16258009	-10.32930884	5.95
46921	64225		13.16285597	-7.65536723	7.34
46922	64226	 	13.16330208	16.8486489	5.91
46926	64231	 	13.16394755	62.22914214	6.52
46929	64238	 	13.16583667	-5.53892987	4.38
46932	64241	 	13.1665415	17.52911621	4.98
46934	64244		13.16703308	38.72375261	7.16
46936	64246	 	13.16757463	38.49887224	5.91
46942	64262		13.17135159	9.53646613	9.31
46951	64275		13.17271482	67.49486859	8.88
46962	64295		13.177756	-35.05399258	8.73
46967	64302		13.17945731	34.30071706	6.89
46968	64303		13.17966953	-24.17917086	7.84
46969	64304		13.17979317	13.30676545	7.11
46970	64307		13.18051822	-52.90757683	6.67
46975	64312		13.18120535	21.23388837	6.82
46980	64320	 	13.18290719	-52.56685355	6.05
46984	64326		13.18481587	-17.08977381	7.12
46989	64332	 	13.18581695	-42.23282785	5.78
46999	64346		13.18936403	-13.96226819	6.92
47001	64347		13.189762	63.1461813	7.49
47002	64348	 	13.18980764	-43.36850529	5.24
47005	64355		13.19131027	40.79251077	7.17
47011	64362		13.19178573	-35.12990835	6.63
47013	64365		13.19232108	21.91872836	6.82
47017	64370		13.19335632	-56.90897973	6.79
47020	64375	 	13.19423458	-26.55172563	6.49
47021	64378		13.19460874	-11.22164893	6.89
47028	64390	 	13.19760597	-69.94201974	5.92
47029	64391		13.19788339	-52.81229305	7.02
47030	64394	 	13.19803407	27.87603769	4.26
47031	64395	 	13.19807621	-63.30298568	6.32
47033	64398		13.19876733	-61.11732927	6.74
47038	64405		13.20056418	32.08528207	6.71
47040	64408	 	13.20096299	-37.80313606	4.85
47041	64407	 	13.20096794	-16.1979034	5.04
47046	64417	 	13.20233987	24.25812901	6.31
47053	64425	 	13.20489702	-59.92053651	4.58
47054	64426		13.2055831	17.51712793	7.3
47055	64428		13.20585271	-23.33548231	9.77
47061	64437	 	13.20707089	80.47128181	6.25
47064	64441		13.20807581	-60.19379126	9.52
47065	64443		13.20844369	-34.75396543	9.76
47067	64445	 	13.20915319	11.55617035	5.76
47070	64449	 	13.20998586	18.75176987	6.51
47073	64453		13.21112078	4.06828005	7.39
47074	64457	 	13.21218516	-2.26506302	7.56
47076	64459		13.21233231	-31.87259921	6.68
47077	64460		13.21272447	-1.75835898	7.09
47083	64466	 	13.21354619	-66.22676607	5.91
47085	64468		13.21355625	51.89983123	7.23
47087	64470		13.21375892	42.62661766	6.79
47088	64471		13.21388114	-61.5450833	7.26
47089	64472	 	13.21412753	-42.69971196	6.19
47091	64474		13.21491823	19.91837061	7.36
47092	64475		13.21512316	-30.71212756	8.03
47094	64478	 	13.21547417	-59.81634245	6.18
47096	64482		13.21678549	67.30966125	6.96
47097	64484		13.21763834	38.27738359	6.83
47104	64496	 	13.22014925	18.72712766	6.1
47106	64499		13.22039508	-5.02343833	8.28
47111	64507		13.22175819	13.39146775	7.41
47114	64512		13.22257942	-3.49455503	7.34
47116	64515	 	13.22316183	-50.6997859	5.9
47118	64520	 	13.22412461	-18.8263809	6.26
47120	64522		13.22451752	67.28793399	6.52
47122	64527	 	13.22554108	72.79913223	6.57
47124	64530		13.22665047	36.88758126	6.5
47126	64532	 	13.22691378	56.70831399	6.83
47130	64539		13.22831245	29.81780856	7.26
47131	64540	 	13.22860596	40.15284766	4.94
47134	64543		13.22906393	32.53048063	6.68
47140	64550		13.23119908	-45.18553071	6.93
47141	64551		13.23137436	25.69837213	7.3
47146	64556		13.23266573	1.45655661	6.55
47147	64557	 	13.23272219	-43.13916095	6.16
47151	64564		13.23386604	-62.65388122	6.82
47155	64569		13.23455697	-2.80697766	7.06
47158	64573		13.23594285	-16.55838608	8.18
47159	64577	 	13.23638046	-19.93133468	5.31
47162	64580	 	13.23670825	-58.68390821	5.91
47164	64583	 	13.23761891	-59.10285946	4.92
47166	64587	 	13.23815458	-78.44744492	5.84
47168	64590		13.23893249	-42.85209141	6.72
47171	64598		13.24041794	-75.17115051	6.98
47172	64600		13.24053945	59.07184701	11.21
47175	64603		13.24099425	-24.28427154	6.66
47177	64607	 	13.24201191	11.33178469	5.64
47186	64622		13.24463709	-38.65158925	7.16
47187	64623	 	13.24537866	-48.95680509	5.84
47188	64624		13.24566443	-63.5810553	6.87
47189	64625		13.24586888	-10.37027582	6.95
47196	64638		13.24884784	-11.36870113	7.02
47202	64645		13.25080636	4.51750521	7.3
47205	64648		13.25239654	35.44578805	6.8
47207	64651	 	13.25263602	-36.37135768	6.17
47208	64654		13.25284438	18.91888227	6.55
47209	64655	 	13.25342107	84.75210233	7.28
47215	64661	 	13.25416605	-67.8945633	4.79
47217	64665		13.25506554	-70.47794809	7.49
47218	64666		13.25515004	16.19481528	7.44
47225	64677		13.25627864	-43.06301302	7.49
47228	64682	 	13.25715718	-69.67919729	6.37
47231	64690		13.25819019	-87.56030424	7.11
47232	64688		13.25853956	-8.05530078	8.06
47233	64692	 	13.25890141	40.8551724	5.77
47235	64693		13.25894967	3.04908759	7.28
47236	64696		13.26011307	28.74196822	7.28
47243	64706		13.26205469	11.8962569	9.31
47247	64711		13.26303993	7.9529665	6.75
47251	64718		13.26498934	-12.35009179	7.28
47254	64722		13.26603631	21.38186107	7.39
47256	64725	 	13.26627284	-19.94282246	5.22
47257	64726		13.26646181	4.64674522	8.39
47265	64735		13.26778278	65.69197909	7.34
47269	64739		13.26851654	-57.06158955	6.95
47274	64747		13.26973828	35.88628889	8.29
47276	64749		13.27021084	-52.41473841	6.89
47278	64751	 	13.2706518	19.0517164	6.46
47280	64754		13.27087312	7.62575605	9.4
47283	64761		13.27218622	27.73529151	8.24
47285	64763		13.27274469	-33.7954533	11.78
47288	64766		13.2727663	29.0989852	12.73
47289	64768		13.2733167	6.50474518	7.07
47290	64769	 	13.27375083	-1.3904648	6.69
47292	64774	 	13.27462657	68.40796113	6.2
47295	64778		13.27551253	-44.70437723	6.85
47296	64779	 	13.2756468	19.78521744	6.43
47297	64781		13.27687324	18.90325985	6.72
47303	64790	 	13.27917943	-65.1381259	6.06
47304	64791		13.27951825	-41.28300203	7.16
47305	64792	 	13.2796426	9.423693	5.2
47309	64797	 	13.28074089	17.01781641	6.59
47311	64799		13.28107184	1.24023793	7.44
47313	64801		13.28130153	-30.59201081	7.43
47314	64803	 	13.28141977	-31.5060767	5.1
47315	64804		13.28156367	-34.59839183	8.06
47324	64820	 	13.28695416	-66.78342263	4.86
47325	64822	 	13.28720083	-43.97944198	5.82
47326	64823	 	13.28767315	13.67564684	5.33
47330	64828		13.28944869	-11.48354663	6.61
47335	64834		13.29093776	-10.54632759	6.89
47337	64838	 	13.29163693	-0.67604128	6.36
47340	64843		13.29216081	-15.54792587	6.68
47341	64844	 	13.2923992	40.57256275	4.72
47342	64845		13.2925816	17.29241952	7.48
47345	64851		13.2932106	-43.29919068	7.46
47346	64852	 	13.29341302	5.46984502	4.78
47351	64858		13.29388952	13.76379869	7.21
47354	64861		13.29496955	84.71566131	9.68
47357	64865		13.29558238	-8.73314448	7.25
47359	64867		13.29573973	-47.58992392	6.63
47361	64872		13.29691283	45.58512947	8.69
47363	64876		13.29873688	-68.49564383	6.68
47366	64880	 	13.29956889	36.29995254	11.29
47368	64882		13.29991596	-73.34442378	7.04
47375	64892		13.30142479	-44.05533428	6.8
47376	64894		13.30152761	-60.39728085	7.49
47377	64895		13.3016873	-14.77943914	10.88
47381	64903		13.30329457	67.68794818	7.2
47383	64906	 	13.30403901	49.68201519	5.14
47387	64910		13.30501441	-57.30032515	7.07
47389	64914		13.30552036	-63.44914405	6.78
47393	64920		13.30651692	-28.33231087	6.8
47394	64921		13.30671199	-78.82308932	7.07
47396	64925		13.30692382	-45.76461115	6.87
47397	64924	 	13.30693666	-18.30861062	4.74
47398	64927	 	13.30769651	34.09829261	5.81
47403	64933	 	13.30969205	-51.28574682	6.18
47404	64934		13.31010187	-57.45426907	9.43
47408	64940		13.31199116	-49.87827225	7.35
47411	64944		13.31259983	-17.13370587	7.46
47415	64951		13.31342692	-79.97596131	6.34
47418	64954	 	13.31420949	3.68766942	6.62
47425	64962	 	13.31534816	-23.17141246	2.99
47427	64965		13.31585792	-3.07136216	10.84
47433	64971		13.31630381	-12.64808549	7.34
47436	64976		13.31721656	28.56755515	7.19
47437	64979	 	13.31785355	35.12793546	6.01
47440	64983		13.31852778	3.72285325	6.91
47441	64984		13.31857676	2.90356362	7.69
47447	64994	 	13.32194264	-72.03547781	6.04
47455	65006		13.32438828	45.52715848	7.39
47459	65011	 	13.32592098	35.11204745	9.51
47460	65012	 	13.32623048	35.10894812	12.1
47463	65015		13.32733725	-60.635176	6.98
47464	65016	 	13.3278706	33.34687596	10.62
47465	65019		13.32852683	36.0828481	7.2
47467	65021		13.32873808	-67.36429075	7.26
47468	65023		13.32892298	-11.67293545	7.27
47470	65026	 	13.32932692	47.7780717	8.94
47477	65036		13.33091311	-70.85494655	7.43
47482	65044		13.33249321	8.48720422	7.08
47484	65046		13.33293086	-41.19069489	6.73
47487	65050		13.33392505	-62.52660375	6.91
47493	65061		13.33594066	15.56405093	7.25
47497	65067		13.33741508	3.28755291	6.96
47498	65069		13.33771733	17.76603081	7.17
47501	65072	 	13.33860991	40.15055594	5.6
47503	65074		13.33890344	-11.30411836	6.73
47508	65083		13.34024052	-1.65689717	11.6
47509	65085		13.34049246	17.58050032	7.3
47513	65091		13.34086926	43.11138103	8.12
47520	65100		13.34172426	-66.5334836	8.54
47525	65106		13.34274276	4.82712864	7.03
47526	65108	 	13.34307334	-59.77275811	6.2
47527	65109	 	13.34335154	-36.71208109	2.75
47529	65112	 	13.34384845	-52.74778497	5.47
47530	65113		13.34403595	-69.68053848	7.47
47533	65116		13.34424958	-14.77237772	8.37
47535	65119	 	13.34489038	2.94231688	6.26
47536	65120		13.34554618	10.87636434	11.62
47537	65121		13.34557544	4.13245654	8.58
47539	65124		13.34592158	-23.76344367	7.11
47540	65123		13.34592183	69.10229137	7.18
47544	65129	 	13.34676198	-55.80069803	6
47546	65133		13.34729865	9.93321077	9.9
47548	65135		13.34753562	43.99011862	6.51
47550	65143	 	13.34936315	34.27966699	10.62
47551	65144	 	13.3493786	-46.88005836	5.76
47553	65149		13.35089466	-22.38299851	7.25
47554	65151		13.3513334	-24.47024364	6.89
47557	65154		13.35203032	47.26975278	6.97
47562	65159		13.3530205	37.85709767	6.93
47566	65163		13.35341917	-9.99921811	7.2
47567	65165		13.35343067	61.08471334	8.48
47572	65172		13.35623638	14.1489695	7.28
47573	65173		13.35634346	-39.98994207	7.47
47575	65176		13.35653342	-64.04963879	7.37
47576	65175		13.35656498	-22.79421155	7.14
47577	65178		13.35720303	-43.63428489	6.67
47578	65181		13.35798601	-67.53685624	7.03
47579	65183	 	13.35828257	-19.48928681	6.21
47580	65184		13.35863372	63.95037227	7.32
47583	65187		13.35897319	38.88045844	7.31
47589	65197		13.36131929	16.08152653	7.2
47590	65198	 	13.36157742	2.0873706	5.69
47593	65203		13.36287137	-18.74208767	7.03
47596	65208		13.36383538	-36.11218043	7.44
47602	65218		13.36586353	-38.85437046	7.12
47603	65219		13.36587921	-51.28221363	7.09
47605	65224		13.36662698	24.88235319	7.08
47608	65229		13.36746187	-43.0503976	7.15
47610	65230	 	13.36776993	43.90333351	6.34
47614	65235		13.36844417	-14.41976449	6.84
47616	65236		13.36872814	-60.18498381	6.92
47618	65239		13.36895788	-12.57953334	6.88
47619	65241	 	13.36936936	5.15485074	5.89
47623	65245		13.37085191	30.29202053	6.8
47624	65247	 	13.37119161	-52.18295165	5.81
47628	65255		13.37388017	20.69675757	7.29
47630	65257		13.37432141	-25.84088899	7.1
47634	65265		13.37527497	-6.20180359	6.63
47637	65269		13.3761434	-22.95204586	8.34
47639	65271	 	13.37721659	-60.98835608	4.52
47647	65288	 	13.38124966	-47.94321927	6.18
47648	65289	 	13.38128356	-72.14667406	6.06
47656	65301	 	13.38365147	-17.73520402	5.36
47657	65302		13.38374031	-81.30975325	7.88
47658	65303	 	13.38405771	-48.56278579	6.37
47662	65309		13.38486171	47.00195483	6.64
47664	65311	 	13.38573438	-33.18988737	6.17
47672	65323	 	13.38858478	-4.92438824	5.88
47675	65327	 	13.38976596	57.9061585	9.75
47676	65328		13.38979133	-39.62794255	7.35
47678	65330		13.39018619	39.42958156	7.49
47681	65334		13.39056126	17.29631858	7.47
47687	65343	 	13.39252702	29.23688593	9.52
47690	65352	 	13.39420739	2.72284228	7.06
47692	65355	 	13.39467825	2.72478537	7.36
47697	65362	 	13.39573099	-14.04501726	11.79
47698	65363		13.39576268	19.09124166	7.86
47700	65366		13.3963268	25.54789394	7.39
